Customer Name,Age,Gender,Marital Status,Education Level,Income Level,Occupation,Account Balance,Length of Time with Bank (Months),Transaction Frequency,Average Transaction Amount,Digital Banking Usage,Customer Service Interactions,Sentiment Score,Life Event,Competitor Proximity,Market Conditions,Customer Interactions,Product Usage,Customer Satisfaction,Customer Engagement
Bryce Page,61,Female,Married,High School,35159,Managerial,6275.355082742913,90,69,533.7990810790213,Low,15,0.38757509165164594,None,Far,Poor,21,Medium,2,4
Joshua Burns,42,Female,Married,PhD,35507,Skilled Labor,6583.002702907098,149,34,216.3606884387831,Low,11,0.20890688041015482,Birth,Close,Fair,15,High,1,3
James Williams,19,Male,Widowed,Bachelor's Degree,193674,Administrative,1439.193868752463,245,47,458.268083714302,Medium,17,0.9628932088770495,Birth,Moderate,Fair,14,Medium,2,2
Ronald Mathews,46,Male,Widowed,High School,44699,Managerial,7713.986884555289,59,87,896.4110041681445,Medium,5,0.6898792190971413,Relocation,Moderate,Fair,38,Low,2,3
Sandra Harper,31,Male,Widowed,Master's Degree,157028,Technical,5255.412793158295,111,80,944.6670802133942,Medium,18,0.6091053474598563,Birth,Moderate,Poor,12,Medium,2,1
Bradley Carter,38,Male,Widowed,PhD,70673,Technical,6465.020003718505,172,23,96.362053530067,High,9,0.6839138055102428,Birth,Far,Good,20,High,1,1
Brandon Dunn,56,Female,Single,Bachelor's Degree,146131,Administrative,336.1980176821722,61,82,568.7421772917522,Medium,3,0.42173851520092165,Birth,Close,Fair,9,Low,1,3
James Williams,70,Male,Widowed,Bachelor's Degree,24577,Managerial,4411.364790856112,173,43,307.8239281176678,Medium,12,0.8940861431608299,Divorce,Close,Poor,42,Low,3,1
Jennifer Valdez,22,Male,Widowed,PhD,142544,Skilled Labor,5074.026385766379,272,79,381.65526348022564,Medium,8,0.022680223126373744,Marriage,Moderate,Fair,13,Low,4,3
Elizabeth Sanchez,58,Male,Divorced,High School,65680,Professional,6855.448014495308,193,91,541.6344005179305,Low,8,0.48848204725994004,None,Moderate,Fair,3,High,4,1
Amber Levy,35,Male,Divorced,Bachelor's Degree,175351,Administrative,875.5443785066352,22,93,515.7564653312797,High,12,0.9284385780320547,None,Close,Fair,47,Medium,1,3
Jeanne Carpenter,51,Male,Widowed,High School,119649,Technical,1945.699148902089,126,38,260.1324141439433,Medium,6,0.7750650793779275,None,Moderate,Good,0,Medium,2,3
Jeffrey Lee,89,Male,Divorced,PhD,185775,Unskilled Labor,8625.169538383227,172,58,932.5680448201693,Low,15,0.2971169541267541,Divorce,Close,Good,32,Medium,4,4
Anna Floyd,41,Female,Single,Master's Degree,33533,Skilled Labor,920.8734165751198,134,37,128.45098187819312,Low,0,0.6506265452900243,Birth,Moderate,Fair,8,Low,2,1
Jennifer Snyder,73,Female,Single,Master's Degree,21297,Skilled Labor,1365.2162230235988,214,58,151.98715899653394,Medium,17,0.9857956256347626,Birth,Close,Good,6,Low,2,4
Laura Howell,83,Female,Single,PhD,156401,Managerial,4606.149311687965,213,66,616.8762992900727,Low,14,0.9700971138592533,Marriage,Moderate,Fair,5,Medium,4,4
Jacqueline Hayes,49,Male,Single,High School,38880,Managerial,4780.985342798529,163,21,955.524580436879,Medium,11,0.6852994149724728,Relocation,Far,Poor,3,Low,4,2
Jose Mcgrath,41,Female,Widowed,Bachelor's Degree,55965,Unskilled Labor,9653.907453434304,128,20,830.6969979446865,High,16,0.3951398247999467,None,Close,Fair,24,Medium,2,3
Frank Lee,34,Female,Widowed,Bachelor's Degree,168499,Unskilled Labor,5731.4426341619765,181,91,470.2960667774402,Low,15,0.36303818099098917,Marriage,Far,Fair,27,Low,1,1
Sarah Cook,62,Female,Single,Master's Degree,23597,Managerial,4328.127469102162,266,73,15.691456567127927,Low,9,0.9761215297436506,Relocation,Far,Good,25,High,1,2
Kathryn Austin,64,Male,Single,PhD,196755,Skilled Labor,4333.391753406083,80,40,373.1342878666001,Medium,8,0.2672609503093356,Divorce,Moderate,Poor,7,High,3,1
Tyler Ellis,19,Male,Married,Bachelor's Degree,69415,Administrative,573.711642514706,16,9,226.4811278466417,Low,8,0.9677532759087119,Marriage,Close,Good,5,Low,4,3
Willie Garcia,57,Female,Married,Master's Degree,186921,Unskilled Labor,7702.426411415106,4,59,510.66626197337075,Low,19,0.6965011523040916,Marriage,Far,Fair,29,Low,2,4
Morgan Whitney,30,Female,Single,Master's Degree,154250,Unskilled Labor,3643.5129600601335,90,61,637.0540038111035,Low,19,0.07239896413772295,Marriage,Far,Good,36,High,4,1
Tanner Miller,81,Female,Married,Master's Degree,151268,Professional,295.0291871667987,299,83,562.861819593279,Low,12,0.047432464554571174,Divorce,Moderate,Poor,24,High,2,3
William Collins,18,Female,Married,PhD,57129,Administrative,844.4161897170177,137,57,911.8702739332771,High,11,0.8124417248577277,Divorce,Close,Poor,21,High,1,4
Andrea Kane,36,Female,Married,PhD,41607,Technical,3287.774479251548,280,4,652.7195626892292,Low,16,0.966516642583832,Divorce,Close,Poor,38,Medium,3,3
Ryan May,89,Female,Widowed,High School,38003,Unskilled Labor,286.9795556630117,109,87,396.89769891586894,Low,15,0.20891553288049902,None,Close,Fair,47,High,2,2
Charles Edwards,45,Male,Single,High School,110129,Professional,6508.972935957674,75,15,860.5589297657123,Medium,9,0.3974544114828641,Birth,Far,Fair,9,High,4,3
Aaron Garcia,42,Male,Married,Bachelor's Degree,146626,Professional,4869.133710657824,296,38,808.1894456514027,Low,3,0.11677251734657124,Birth,Far,Good,20,Low,3,4
Courtney Middleton,48,Female,Widowed,PhD,101717,Administrative,4292.079561173996,170,56,951.9451528446474,Medium,11,0.26357874893844335,Divorce,Close,Fair,24,Low,2,4
Tara Garcia,21,Female,Married,High School,53819,Skilled Labor,8448.863972336385,133,55,178.34300965776464,Low,11,0.5198081493755163,Divorce,Moderate,Poor,23,High,4,1
Cristina Moore,41,Female,Single,Master's Degree,155063,Unskilled Labor,5335.143222666041,260,89,415.9406522763741,Low,7,0.594308001657749,Relocation,Moderate,Good,28,Medium,1,1
Brenda Bright,83,Female,Widowed,PhD,117060,Skilled Labor,2997.726847967512,80,86,403.870227852025,Low,19,0.718435958338867,Relocation,Close,Good,45,High,4,3
Suzanne Robinson,34,Female,Married,Bachelor's Degree,45908,Professional,9628.25977594786,107,7,712.5640385588852,Low,6,0.3930328768155419,Marriage,Moderate,Poor,18,Medium,2,1
Jon Harris,23,Female,Divorced,Bachelor's Degree,30652,Administrative,3604.450454936674,120,35,123.96776836490035,Medium,1,0.015539505999180192,Marriage,Far,Fair,21,Medium,3,1
Patricia Meyer,50,Female,Married,Master's Degree,82796,Managerial,4801.582976454984,219,21,792.6478931819587,Medium,3,0.49337780206271464,Marriage,Moderate,Fair,30,Medium,2,2
Theresa Monroe,66,Male,Widowed,High School,116959,Professional,1654.5884671517474,243,75,202.70667366869097,Low,13,0.7324448505495608,Marriage,Close,Fair,28,High,2,3
Cindy Kemp,56,Female,Married,Bachelor's Degree,130310,Administrative,4383.475173037028,286,89,374.8534768694093,Medium,8,0.15179869651950995,Relocation,Moderate,Fair,17,Low,4,2
Tina Weber,46,Male,Divorced,Bachelor's Degree,133477,Unskilled Labor,3757.9730209834215,230,16,481.18569423907076,High,15,0.8639073941130068,Relocation,Far,Poor,19,Medium,4,1
Christopher Rios,59,Male,Married,High School,133114,Managerial,1735.2904920480717,208,79,402.35716427875917,Medium,3,0.3947050810283057,Marriage,Far,Poor,29,High,4,2
Nicole Fernandez,40,Male,Widowed,Master's Degree,42267,Skilled Labor,6455.99826025432,77,16,362.912277241834,Medium,0,0.9167469882064253,Birth,Moderate,Fair,16,Medium,3,3
Peter James,65,Male,Widowed,Bachelor's Degree,52364,Administrative,699.8045199490299,76,73,594.0096894149442,Medium,11,0.6164324292945921,Marriage,Moderate,Fair,2,Low,3,2
Regina Cobb,53,Female,Widowed,PhD,125075,Managerial,9708.316631234045,18,39,43.13899998074923,Low,3,0.08630716921045123,Divorce,Far,Good,28,Medium,3,2
Emily Kennedy,20,Female,Married,PhD,104867,Administrative,1527.4615176047312,60,40,315.4055544716516,Medium,8,0.9351500973603558,Relocation,Close,Fair,2,Medium,1,3
Daniel Smith,87,Female,Divorced,Bachelor's Degree,42846,Administrative,1802.1067474228826,222,58,36.269362784446756,High,12,0.7147686795431589,Divorce,Close,Fair,48,High,3,4
Steven Johnson,19,Female,Married,Master's Degree,158274,Administrative,8690.736195582536,47,44,477.1784534823379,Low,11,0.24494004031504035,Marriage,Moderate,Good,20,Medium,3,2
Darin Martinez,55,Female,Widowed,Bachelor's Degree,177138,Skilled Labor,1649.5751572882766,256,47,364.1234056937118,Low,11,0.8804708798294173,Relocation,Far,Poor,31,High,4,1
Michael Kelly,22,Male,Divorced,Master's Degree,78425,Professional,8362.016430136859,152,46,370.14518911999545,Medium,17,0.5943642875736374,None,Close,Poor,44,High,1,1
Cheryl Greene,60,Male,Single,Bachelor's Degree,86774,Administrative,6762.6095354287345,175,23,597.6408295153155,Medium,12,0.4700101138283981,Divorce,Close,Good,41,High,2,1
Jessica Roberts,82,Male,Divorced,High School,74898,Technical,9681.673836511485,220,15,711.0671589046614,High,10,0.5414104793105866,Divorce,Far,Fair,0,Low,1,2
Daniel Lyons,21,Female,Single,Master's Degree,84833,Technical,1777.232715199537,272,31,708.7028632108877,Low,5,0.3376959512487866,Birth,Close,Poor,4,High,4,2
Leah Norris,56,Female,Divorced,Bachelor's Degree,164908,Administrative,1488.322764938197,95,22,203.76955643216542,Low,17,0.43007144950562526,Marriage,Far,Fair,46,Medium,3,3
Kelly Davis,30,Female,Married,Bachelor's Degree,153162,Professional,6700.918067716863,219,65,441.2118441662743,High,8,0.390158916204112,Divorce,Moderate,Poor,10,High,4,4
Travis Moss,25,Female,Married,Master's Degree,154417,Administrative,7871.72874531044,292,2,174.97154809602372,Medium,14,0.3137733379687505,Relocation,Far,Fair,8,Medium,3,4
Dr. Christy Cisneros,54,Male,Single,Master's Degree,20225,Skilled Labor,7808.742874228896,155,58,83.61943960689231,High,3,0.6816394076399046,None,Moderate,Fair,49,Medium,3,3
Amber Miller,65,Female,Single,High School,129502,Technical,2230.564490782634,296,34,512.3629877868731,High,12,0.4436691005151191,Divorce,Close,Poor,1,Low,3,1
Nicole Wells,44,Male,Divorced,PhD,176377,Administrative,2645.595299302194,54,9,499.11780714916705,Medium,10,0.8556765600748301,Relocation,Far,Good,22,Low,1,3
Brian James,25,Female,Widowed,Master's Degree,171896,Skilled Labor,4169.928545862538,85,46,32.02816649197706,Medium,11,0.0988927144581786,Divorce,Far,Poor,41,Medium,3,1
Vanessa Barton,50,Male,Single,Master's Degree,107017,Professional,1896.6802253081105,3,25,191.70621736516767,Low,11,0.7803384745292326,Birth,Moderate,Fair,17,Low,4,1
Connie Walsh,39,Female,Divorced,Master's Degree,112586,Managerial,171.17412788875686,56,20,854.9855949235415,Medium,4,0.28542812538597917,Divorce,Far,Poor,30,Medium,2,2
Jay Vaughn,64,Male,Single,Bachelor's Degree,33988,Skilled Labor,2094.3865067559077,17,72,142.3975234929719,Low,9,0.10544817210233182,Birth,Far,Good,42,Low,3,1
Justin Booth,81,Female,Single,Master's Degree,137199,Professional,2282.615036786081,191,74,182.59810642202643,Low,9,0.4443322058694127,None,Close,Good,48,High,4,1
Elizabeth Tran,61,Male,Married,Bachelor's Degree,74030,Technical,5560.282489912562,3,49,373.0376969756204,Low,17,0.7935574161356024,Divorce,Close,Good,18,High,4,4
Ann Brown,26,Female,Married,Master's Degree,179422,Professional,2704.870464222432,213,23,718.5407003432309,High,8,0.4870927043882961,Divorce,Moderate,Good,19,Low,2,4
Philip Howell,35,Male,Single,High School,43612,Professional,8952.435600875759,37,26,328.22861804141854,High,8,0.0022999114607568094,None,Far,Fair,3,High,4,4
Jonathan Le,48,Male,Divorced,Bachelor's Degree,188652,Skilled Labor,4603.3626705580755,196,5,352.0999921383254,Medium,2,0.04556466281665139,Birth,Close,Fair,5,High,4,2
Robert Rivera,34,Male,Single,High School,151721,Managerial,5781.071768395986,264,73,99.74769220682968,Low,12,0.5351033693981392,None,Far,Good,11,Low,3,2
Larry Hodge,33,Female,Widowed,High School,158944,Managerial,7169.231927880582,252,35,967.281079288446,Low,15,0.6106689162503193,None,Moderate,Poor,17,Low,4,3
Michaela Mason,52,Female,Widowed,High School,167958,Administrative,1682.3482699605097,144,39,374.7174366989925,Medium,10,0.3397516903556217,Divorce,Close,Fair,13,Low,2,1
Dustin West,53,Male,Widowed,Bachelor's Degree,132471,Skilled Labor,2201.659372089336,256,64,874.4590628298581,Medium,17,0.8140252594041478,Birth,Close,Poor,35,Medium,4,2
Laura Thompson,42,Male,Married,PhD,193035,Unskilled Labor,7156.989587178996,6,65,360.89971357246395,Medium,6,0.056528418023702676,Birth,Close,Good,41,High,2,3
Anthony Francis,55,Male,Divorced,High School,24537,Managerial,3194.6687838770913,179,12,161.5936311509834,High,4,0.9732307103061152,Divorce,Moderate,Fair,47,Medium,4,2
Emily Vaughn,62,Female,Married,Bachelor's Degree,125066,Skilled Labor,5622.825225064035,237,52,982.207057768654,High,0,0.5583722470221495,None,Far,Fair,41,Low,3,2
Miranda White,59,Female,Divorced,PhD,165826,Professional,1857.106207424195,200,58,463.25733054597237,High,13,0.4930785795834559,None,Far,Fair,21,Medium,4,2
Melanie Cochran,77,Female,Widowed,PhD,37319,Technical,7672.66237908438,281,49,838.3750856468246,High,7,0.9203095254184841,Birth,Far,Fair,3,Medium,4,1
Melissa Fields,19,Male,Single,Bachelor's Degree,135281,Administrative,6097.5618578190015,109,21,323.90489521196685,Medium,3,0.9169612433884298,None,Far,Fair,32,Medium,1,1
Ariana Mcgrath,72,Male,Single,High School,70385,Unskilled Labor,1144.3285248892498,222,60,901.2016131233852,Low,13,0.5181994404299056,Divorce,Close,Good,24,Low,1,1
Rachel Lee,62,Male,Married,High School,22617,Unskilled Labor,8643.224854642487,80,47,728.0158368473146,Medium,16,0.837053580018095,Marriage,Close,Fair,4,Medium,1,2
Alexandra Watts,65,Male,Divorced,High School,130243,Professional,1924.321748613812,38,52,165.10671629829034,High,7,0.6172769969739579,Marriage,Moderate,Good,16,High,3,2
Denise Burton,34,Female,Married,PhD,110631,Managerial,9809.320248640483,20,70,346.01083079414724,Medium,15,0.4711137775810226,Birth,Far,Fair,41,High,4,3
Henry Green,35,Male,Single,High School,168429,Managerial,9383.106079451412,280,77,328.11208901760335,Low,5,0.6578048274208572,Divorce,Close,Poor,22,High,2,1
Teresa Barry,23,Male,Divorced,Master's Degree,124851,Unskilled Labor,1153.2543169578735,101,43,310.899044797353,Medium,18,0.595767646983941,Relocation,Far,Fair,27,High,4,1
Ronnie Burke,35,Female,Widowed,Master's Degree,147499,Professional,3241.518829077602,64,78,593.6912445330743,High,15,0.9359142996285178,Relocation,Close,Fair,43,Low,3,1
Rhonda Mcclain,49,Male,Widowed,Bachelor's Degree,36490,Unskilled Labor,5993.923224051641,229,1,814.8927943307842,Low,19,0.317449700910695,Relocation,Far,Fair,8,High,4,3
Matthew Ali,69,Female,Married,High School,166904,Administrative,361.143246770842,225,24,682.6370711156555,High,17,0.1621274577623233,Relocation,Far,Good,18,Low,2,2
Melanie Green,38,Male,Divorced,Bachelor's Degree,141541,Unskilled Labor,4677.840862676884,55,3,665.5318065526093,Medium,13,0.547950161526776,Divorce,Moderate,Good,20,Low,4,3
Darrell Barber,62,Female,Widowed,PhD,137113,Administrative,451.1498449151452,30,95,385.66515022644927,Medium,17,0.3822290839250073,Relocation,Close,Fair,18,High,3,3
Travis Webb,43,Female,Single,Bachelor's Degree,132592,Managerial,2180.7645545256505,159,81,242.85215791155989,Medium,6,0.6089614273725155,None,Moderate,Good,19,Medium,3,3
Yvonne Mccarty,52,Male,Widowed,Master's Degree,110047,Managerial,1048.9805510811923,70,63,331.57463658886525,High,9,0.462022625829856,Birth,Far,Good,36,Low,4,4
Pamela Li MD,21,Female,Single,Bachelor's Degree,24934,Administrative,5700.24594169308,285,29,993.2906098734113,Low,18,0.45063339447602946,None,Close,Poor,8,Medium,4,3
Emily Trujillo,75,Male,Widowed,Master's Degree,126013,Professional,2291.527521486292,118,15,809.3396482753211,High,4,0.022090513976906534,Divorce,Far,Good,36,High,2,3
Cassandra Lewis,26,Male,Married,High School,164698,Administrative,8236.4233589094,286,31,500.10844367054074,Low,7,0.14995154737585936,Birth,Moderate,Good,33,High,4,1
Samantha Chavez,31,Female,Widowed,High School,25336,Unskilled Labor,585.0584262698843,111,84,789.9338315611229,High,8,0.055798779315436864,Relocation,Moderate,Poor,39,High,1,3
Miss Joanna Williams DDS,33,Male,Widowed,Bachelor's Degree,57165,Professional,5856.049124586024,266,7,352.8908095843516,Medium,19,0.3080185687701731,None,Moderate,Fair,18,Medium,4,3
Robert Lane,66,Male,Married,High School,89211,Unskilled Labor,209.96184101637726,99,31,899.5661239138906,High,11,0.7895173582246279,None,Far,Good,40,Medium,4,1
Joshua Gordon,87,Male,Widowed,Bachelor's Degree,177648,Professional,5444.825903364966,6,39,99.28801879916153,High,16,0.7669101654396444,Relocation,Close,Good,29,Low,3,2
Crystal Chambers,44,Female,Divorced,High School,156542,Technical,661.2177970184097,248,39,270.09126006103,Medium,15,0.27367806728171906,Relocation,Moderate,Poor,39,Medium,2,4
Mrs. Brittany West MD,63,Male,Single,Master's Degree,149526,Skilled Labor,3065.3450650054947,178,21,555.6173947831543,High,15,0.1932757141830087,Birth,Moderate,Fair,11,High,2,3
Lindsay Wood,81,Female,Divorced,Bachelor's Degree,32335,Skilled Labor,5185.067400649745,137,35,149.68317363502794,Medium,16,0.7016016886166889,Marriage,Close,Poor,25,High,3,1
Jeanette Schmitt,82,Male,Widowed,High School,184769,Technical,4418.979065156134,50,82,241.8034594265098,High,2,0.8740561997734996,Birth,Close,Fair,45,Medium,2,4
John Chandler,32,Female,Married,Bachelor's Degree,80240,Unskilled Labor,9733.759964892814,84,84,961.5688206705141,Medium,6,0.3949391754293896,None,Far,Good,13,Medium,4,3
Larry Liu,34,Female,Widowed,Master's Degree,196101,Technical,4997.179484168845,111,24,400.9109860948594,High,14,0.27439408896084194,Relocation,Close,Good,24,Medium,3,3
Vanessa Moore,23,Female,Divorced,Bachelor's Degree,145570,Skilled Labor,6180.615821744646,288,47,204.80958310282568,Medium,13,0.5704927594808176,Divorce,Close,Poor,30,High,3,4
Charles Alexander,59,Female,Widowed,Master's Degree,182623,Professional,3982.924934054136,192,68,713.9299406899211,Medium,10,0.655707589982224,Marriage,Moderate,Fair,31,Low,3,2
George Cole,61,Female,Married,PhD,24527,Technical,8907.097971802508,236,17,74.91366384961199,High,4,0.8769882080430261,Divorce,Close,Poor,6,Medium,3,4
Edward Higgins,81,Male,Widowed,PhD,137552,Skilled Labor,4363.566926246783,264,68,470.95637082798936,Low,5,0.2769117090584411,Divorce,Moderate,Poor,35,High,2,1
Mariah Johnson,41,Male,Single,PhD,102482,Technical,4458.578553260774,140,77,110.00139176458491,Medium,19,0.18222022294843943,Divorce,Moderate,Fair,24,High,3,3
Peter Short,60,Male,Single,Master's Degree,97593,Managerial,3668.7418991358054,167,97,925.2247319336476,Low,8,0.043588736811076334,Marriage,Moderate,Fair,23,Medium,1,1
Danny Wallace,49,Female,Married,Bachelor's Degree,145706,Technical,2908.82693873698,24,88,28.897149205756516,High,19,0.4158135306355658,Relocation,Close,Fair,14,High,1,4
Michelle Parker,67,Female,Widowed,PhD,171729,Technical,2733.355189182014,110,44,698.6847448116189,Low,7,0.0823927348968927,Relocation,Close,Fair,18,Low,3,1
Tina Marquez,54,Female,Divorced,Master's Degree,107603,Skilled Labor,4154.614197805578,136,36,914.7403751929063,Low,15,0.18531826594091694,None,Close,Fair,10,High,2,3
Erika Wall MD,24,Female,Single,PhD,114712,Managerial,4919.967324411025,246,88,870.5559777735192,Low,8,0.4278668139548427,Relocation,Moderate,Poor,49,Low,3,3
Keith Smith,32,Male,Married,Bachelor's Degree,69391,Skilled Labor,5246.814512762532,279,64,321.4528676113444,High,11,0.25999160852698044,None,Moderate,Good,15,Low,2,3
